job_position_name,career_objective,skills,matched_score,degree_names,major_field_of_studies,experiencere_requirement
Sr.Officer / Executive - Internal Audit,i am an assistant software engineer working on cloud-based solutions. after working on a couple of machine learning application evaluations and deployment i got really engrossed into the domain and would like to work more towards improving myself.,Not provided,0.593333333,['b.tech'],['telecommunication'],2 to 4 years
Data Engineer,Not provided,Not provided,0.5333333333333333,"['bachelor of science', 'bachelor of science']","['accounting', 'business administration finance']",5 to 8 years
Database Administrator (Dba),Not provided,Not provided,0.85,['dual degree (b.tech + m.tech)(chemical)'],['chemical'],at least 1 year
Ai Engineer,to obtain a challenging career in electronic technology field. extensive experience successfully testing and analyzing complex circuit packs and systems. *takes the initiative to take on challenging problems and follows through to their resolution. *capable of working independently or as a team player. *worked with fiber optics receivers and transmitters since 1999.,Not provided,0.85,"['associate of science', 'associate degree']","['electronic technology engineering computer system', 'paralegal studies']",Not specified
Executive - Vat,fresher computer vision and machine learning engineer looking for a job that is both challenging and fun in terms of problem-solving. also an expert in maintaining and managing tableau and power bi dashboards to address business.,Not provided,0.546666667,['b.tech'],['computer science'],1 to 3 years
Asst. Manager/ Manger (Administrative),"a highly experienced skilled graduate with analytics degree with a very good experience in sas, web scraping, sql, predictive modelling and data visualization. excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; ensures the organization uses it effectively to reach profit and growth objectives. comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. more than six years of experience working as a researcher, data analyst, and environmental science and technology instructor. experience in sql, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. customer segmentation, product positioning and mapping and conjoint analysis modelling: design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict diversified experience with engineering, manufacturing, retailing, higher education and it /data related companies fascinated by learning cutting edge technologies, such as; data mining and machine learning handled a team of 4 during my 3 years of tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience.",Not provided,0.95,"['master of science', 'master of science', 'bachelor of science']","['analytics', 'environmental science and technology', 'resource management']",at least 5 years
Ai Engineer,"dedicated computer science student with a strong command of python and proficiency in visual studio code, seeking a role as an entry-level software developer at amazon. eager to bring my ability to develop, test, and maintain software to a dynamic team that values innovation.",Not provided,0.783333333,['b.s.'],['computer science'],Not specified
Ai Engineer,"energetic, innovative engineering undergraduate, passionate about machine learning, nlp and deep learning for solving real-world problems, aiming to work in an organization providing great learning experience and growth opportunities for mutual benefit.",Not provided,0.85,"['b.tech. (electrical engineering specialization in computer science)', 'xii', 'x']","['electrical engineering specialized in computer science', 'n/a', 'n/a']",Not specified
Project Coordinator (Civil),"dedicated and well-rounded software engineer with a passion for math, computer science, and elite education. bringing 12+ years of teaching expertise to help amazon's career fulfillment students feel the same joy and pride in my comprehensive javascript computer science program as my past 150+ high school students. eager to teach the basics, get students the tools they need, and foster their passion to reach their goals.",Not provided,0.65,"['master of science', 'bachelor of science']","['computer science', 'computer science']",5 to 10 years
Civil Engineer,graduate looking for roles related to bu analyst and machine learning.,Not provided,0.516666667,['b.ca'],['computer applications'],at least 5 years
Machine Learning (Ml) Engineer,Not provided,Not provided,0.7266666666666666,['bachelor of science'],['accounting'],at least 5 year(s)
"Full Stack Developer (Python,React Js)",associate software engineer specializing in machine learning models and optimization. i work with both natural language processing and computer vision in terms of modelling and development.,Not provided,0.85,['b.tech'],['electronics/telecommunication'],3 to 7 years
